,Format,Formula,Summary,Applies To,Time Scale,Time Range,Versions,Style,Cell Count,Calculation Effort,Notes,Read Access Driver,Write Access Driver,Users List,Parent,Is Summary,Formula Scope,Code,Use Switchover,Breakback,Brought-Forward,Start of Section,Data Tags,Referenced By,Module Name
Closing Cash,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Opening Cash + Net Cash Flow,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""CLOSING_BALANCE"",""timeSummarySameAsMainSummary"":false}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,"Cash Negative?, Opening Cash",CAL08 Cash Flow
Cash Negative?,"{""dataType"":""BOOLEAN""}",Closing Cash < 0,"{""summaryMethod"":""ANY"",""timeSummaryMethod"":""ANY"",""timeSummarySameAsMainSummary"":true}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL08 Cash Flow
CAL09 Scenario Planning,,,,Scenarios,Month,Model Calendar,All,,0,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
CAL10 Depreciation,,,,Cost Centres,Month,Model Calendar,All,,38304,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Charge,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","IF ISBLANK('INP04 Capex'.Asset Class) THEN 0 ELSE IF 'INP04 Capex'.Useful Life Years = 3 THEN MOVINGSUM('INP04 Capex'.Capex Spend, -35, 0) / 36 ELSE IF 'INP04 Capex'.Useful Life Years = 5 THEN MOVINGSUM('INP04 Capex'.Capex Spend, -59, 0) / 60 ELSE IF 'INP04 Capex'.Useful Life Years = 7 THEN MOVINGSUM('INP04 Capex'.Capex Spend, -83, 0) / 84 ELSE IF 'INP04 Capex'.Useful Life Years = 10 THEN MOVINGSUM('INP04 Capex'.Capex Spend, -119, 0) / 120 ELSE IF 'INP04 Capex'.Useful Life Years > 10 THEN MOVINGSUM('INP04 Capex'.Capex Spend, -239, 0) / 240 ELSE 'INP04 Capex'.Capex Spend / 12","{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.04%,"DO NOT TOUCH. Reconciles to the fixed asset register to the pound. Built by Priya, 2020.",-,-,,,false,All Versions,,true,false,false,false,-,"'CAL07 P&L by Cost Centre'.Depreciation, NBV, 'OUT01 Management Pack'.Depreciation",CAL10 Depreciation
NBV,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",CUMULATE('INP04 Capex'.Capex Spend) - CUMULATE(Charge),"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""CLOSING_BALANCE"",""timeSummarySameAsMainSummary"":false}",Cost Centres,Month,Model Calendar,All,,19152,00.02%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL10 Depreciation
CAL11 Reporting Prep,,,,Cost Centres,Month,Model Calendar,All,,95760,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL07 P&L by Cost Centre'.Revenue,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,'OUT01 Management Pack'.Revenue,CAL11 Reporting Prep
EBITDA,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL07 P&L by Cost Centre'.EBITDA,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,'OUT01 Management Pack'.EBITDA,CAL11 Reporting Prep
Opex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL07 P&L by Cost Centre'.Opex,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,"Total Cost, 'OUT01 Management Pack'.Opex",CAL11 Reporting Prep
Staff Cost,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL07 P&L by Cost Centre'.Staff Cost,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,"Total Cost, 'OUT01 Management Pack'.Staff Cost",CAL11 Reporting Prep
Total Cost,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Opex + Staff Cost,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,'OUT01 Management Pack'.Total Cost,CAL11 Reporting Prep
CAL12 Driver Phasing,,,,Cost Centres,Month,Model Calendar,All,,593712,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Rent Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Rent,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Business Rates Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Business Rates,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Utilities Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Utilities,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Cleaning Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Cleaning,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Security Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Security,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Insurance Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Insurance,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Travel Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Travel,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Subsistence Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Subsistence,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Mileage Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Mileage,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Hotels Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Hotels,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Marketing Events Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Marketing Events,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Marketing Digital Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Marketing Digital,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Marketing Print Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Marketing Print,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Agency Fees Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Agency Fees,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Software Licences Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Software Licences,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Software Support Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Software Support,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Hardware Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Hardware,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Telecoms Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Telecoms,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Mobile Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Mobile,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Postage Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Postage,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Stationery Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Stationery,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Printing Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Printing,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Legal Fees Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Legal Fees,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Audit Fees Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Audit Fees,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Consultancy Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Consultancy,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Contractors Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Contractors,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Recruitment Fees Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Recruitment Fees,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Training Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Training,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
